Unnamed: 0,region,parameter,mode,powertrain,year,unit,value
1182,China,EV sales,Buses,PHEV,2014,Vehicles,6000.0
1183,China,EV sales,Vans,BEV,2014,Vehicles,480.0
1184,China,EV stock,Vans,BEV,2014,Vehicles,2500.0
1185,China,EV sales,Buses,BEV,2014,Vehicles,4000.0
1186,China,EV stock,Buses,BEV,2014,Vehicles,22000.0
1189,China,EV stock,Cars,BEV,2014,Vehicles,59000.0
1190,China,EV sales,Cars,PHEV,2014,Vehicles,24000.0
1191,China,EV stock,Cars,PHEV,2014,Vehicles,26000.0
1192,China,EV stock,Trucks,BEV,2014,Vehicles,1700.0
1222,China,EV stock,Trucks,BEV,2015,Vehicles,17000.0
1223,China,EV stock,Cars,PHEV,2015,Vehicles,87000.0
1224,China,EV sales,Trucks,BEV,2015,Vehicles,17000.0
1225,China,EV sales,Cars,PHEV,2015,Vehicles,61000.0
1226,China,EV stock,Cars,BEV,2015,Vehicles,210000.0
1229,China,EV stock,Buses,BEV,2015,Vehicles,98000.0
1230,China,EV sales,Buses,BEV,2015,Vehicles,43000.0
1231,China,EV stock,Vans,BEV,2015,Vehicles,15000.0
1232,China,EV sales,Vans,BEV,2015,Vehicles,15000.0
1233,China,EV sales,Buses,PHEV,2015,Vehicles,13000.0
1234,China,EV stock,Buses,PHEV,2015,Vehicles,22000.0
1235,China,EV sales,Cars,BEV,2015,Vehicles,150000.0
1236,China,EV stock,Vans,PHEV,2015,Vehicles,17.0
1245,China,EV stock,Vans,PHEV,2016,Vehicles,17.0
1246,China,EV sales,Cars,BEV,2016,Vehicles,260000.0
1247,China,EV stock,Buses,PHEV,2016,Vehicles,29000.0
1248,China,EV sales,Buses,PHEV,2016,Vehicles,7600.0
1249,China,EV sales,Vans,BEV,2016,Vehicles,11000.0
1250,China,EV stock,Vans,BEV,2016,Vehicles,53000.0
1251,China,EV sales,Buses,BEV,2016,Vehicles,76000.0
1252,China,EV stock,Buses,BEV,2016,Vehicles,190000.0
1253,China,EV stock,Buses,FCEV,2016,Vehicles,1.0
1256,China,EV stock,Cars,BEV,2016,Vehicles,460000.0
1257,China,EV sales,Cars,PHEV,2016,Vehicles,79000.0
1258,China,EV sales,Trucks,BEV,2016,Vehicles,46000.0
1259,China,EV stock,Cars,PHEV,2016,Vehicles,170000.0
1260,China,EV stock,Trucks,BEV,2016,Vehicles,64000.0
1293,China,EV stock,Trucks,BEV,2017,Vehicles,130000.0
1294,China,EV stock,Trucks,FCEV,2017,Vehicles,1.0
1295,China,EV stock,Cars,PHEV,2017,Vehicles,280000.0
1296,China,EV sales,Trucks,BEV,2017,Vehicles,71000.0
1297,China,EV sales,Cars,PHEV,2017,Vehicles,110000.0
1298,China,EV stock,Cars,BEV,2017,Vehicles,930000.0
1299,China,EV sales,Cars,BEV,2017,Vehicles,470000.0
1302,China,EV stock,Buses,FCEV,2017,Vehicles,340.0
1303,China,EV stock,Buses,BEV,2017,Vehicles,280000.0
1304,China,EV sales,Buses,FCEV,2017,Vehicles,380.0
1305,China,EV sales,Buses,BEV,2017,Vehicles,88000.0
1306,China,EV stock,Vans,BEV,2017,Vehicles,120000.0
1307,China,EV sales,Vans,BEV,2017,Vehicles,68000.0
1308,China,EV sales,Buses,PHEV,2017,Vehicles,240.0
1309,China,EV stock,Buses,PHEV,2017,Vehicles,30000.0
1310,China,EV stock,Vans,PHEV,2017,Vehicles,17.0
1319,China,EV stock,Vans,PHEV,2018,Vehicles,17.0
1320,China,EV stock,Buses,PHEV,2018,Vehicles,31000.0
